cmtid,itemid,shopid,author_username,comment,rating_star,no_tag,pos_good_quality,pos_excellent_quality,pos_very_accomodating,pos_well_packaged,pos_item_shipped_immediately,pos_will_order_again,neg_defective,neg_did_not_receive_item,neg_damaged_packaging,neg_will_not_order_again,neg_rude_seller,neg_item_shipped_late,neg_item_different_from_picture
5517354222,11809388760,360379308,j*****e,,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5456134195,11809388760,360379308,krizzgamayon,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5340812745,11809388760,360379308,bem.twinkle05,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5471273488,11809388760,360379308,sheenadahunog,,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5456820337,11809388760,360379308,jay_bemie,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5442951521,11809388760,360379308,maryjoycemarquez,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5393605527,11809388760,360379308,msleighalex,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5389421306,11809388760,360379308,ellahrodriguez17,,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5358447173,11809388760,360379308,anneclairereyesnazario,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5372884819,11809388760,360379308,rodagayle11,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5328694924,11809388760,360379308,allanarozaldomaladaga,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5285836863,11809388760,360379308,shannennnn,,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0
5250078895,11809388760,360379308,ashna.templonuevo93,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5264321685,11809388760,360379308,vanessapastor,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5258687159,11809388760,360379308,judith_3025,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5285250120,11809388760,360379308,mlgenebeeparagas,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5212088272,11809388760,360379308,shineshineserbanocanselaje,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5175911640,11809388760,360379308,morgadolm_30,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5675855002,3989776179,360379308,z*****i,Excellent quality. Very accommodating seller. Well-packaged. Item shipped immediately. Will order again. XOXOXOXOXOXOXOXOXOXO,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0
5720353584,3989776179,360379308,r*****7,Hwiwiwonsbdhhduaoaownsbbdisoaooaoajndbxhixididjdnhsisiisjshdbhdudidibdbduusiejenndbdbdhdhhdudusuidjsjs,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
